source_file,timestamp_utc,timestamp_ny,reason
03_mnq_12_20.Last.txt,2020-10-18 11:54:00+00:00,2020-10-18 07:54:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:55:00+00:00,2020-10-18 07:55:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:56:00+00:00,2020-10-18 07:56:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:57:00+00:00,2020-10-18 07:57:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:58:00+00:00,2020-10-18 07:58:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:59:00+00:00,2020-10-18 07:59:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:00:00+00:00,2020-10-18 08:00:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:01:00+00:00,2020-10-18 08:01:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:02:00+00:00,2020-10-18 08:02:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:03:00+00:00,2020-10-18 08:03:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:04:00+00:00,2020-10-18 08:04:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:05:00+00:00,2020-10-18 08:05:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:06:00+00:00,2020-10-18 08:06:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:07:00+00:00,2020-10-18 08:07:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:08:00+00:00,2020-10-18 08:08:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:09:00+00:00,2020-10-18 08:09:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:10:00+00:00,2020-10-18 08:10:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:11:00+00:00,2020-10-18 08:11:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:12:00+00:00,2020-10-18 08:12:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:13:00+00:00,2020-10-18 08:13:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:14:00+00:00,2020-10-18 08:14:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:15:00+00:00,2020-10-18 08:15:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:16:00+00:00,2020-10-18 08:16:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:17:00+00:00,2020-10-18 08:17:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:18:00+00:00,2020-10-18 08:18:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:19:00+00:00,2020-10-18 08:19:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:20:00+00:00,2020-10-18 08:20:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:21:00+00:00,2020-10-18 08:21:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:22:00+00:00,2020-10-18 08:22:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:23:00+00:00,2020-10-18 08:23:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:24:00+00:00,2020-10-18 08:24:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:25:00+00:00,2020-10-18 08:25:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:26:00+00:00,2020-10-18 08:26:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:27:00+00:00,2020-10-18 08:27:00-04:00,NO_SESSION
