variable,minute_of_day,n,point,ci_lo,ci_hi
r_1m_mean,283,1412,-5.961541636769527e-06,-2.236677550354716e-05,1.0720346489373216e-05
r_1m_mean,284,1410,5.3560198775588775e-06,-9.091866732206973e-06,1.9776489757430654e-05
r_1m_mean,285,1409,7.322627421098978e-06,-9.991178190228457e-06,2.378456443644907e-05
r_1m_mean,286,1409,-1.7755402659440464e-06,-2.1199825492858516e-05,1.3481943029140296e-05
r_1m_mean,287,1411,-3.194395985451227e-06,-1.6027996178658434e-05,1.2764435982876203e-05
r_1m_mean,288,1411,-2.890998279233926e-06,-1.7702912609794674e-05,1.1205741557254498e-05
r_1m_mean,289,1411,9.169196784278103e-06,-5.857899288169176e-06,2.3855428648558886e-05
r_1m_mean,290,1413,-1.183834286256061e-05,-2.748478524288865e-05,3.464585778389295e-06
r_1m_mean,291,1413,5.72920048412948e-07,-1.6143656099047312e-05,1.6996162298254844e-05
r_1m_mean,292,1410,3.6496068158530676e-06,-1.0826177624296245e-05,1.9102951950650074e-05
r_1m_mean,293,1408,4.1935911912760005e-06,-1.329233528733442e-05,1.8342524782419575e-05
r_1m_mean,294,1409,-1.2035960110487552e-05,-2.5941630961384277e-05,1.0146432711068544e-06
r_1m_mean,295,1412,-5.533414147904907e-06,-2.0436898549529073e-05,1.0298451065490316e-05
r_1m_mean,296,1413,1.3698105717110996e-05,-1.7322272525509222e-06,2.762912932926297e-05
r_1m_mean,297,1412,5.675390922205557e-06,-1.2022658643369804e-05,2.070245565721857e-05
r_1m_mean,298,1409,-2.2694806516079306e-06,-1.7346151920331285e-05,1.191313696218083e-05
r_1m_mean,299,1408,6.047816807773434e-07,-1.2290308061042632e-05,1.554420594633273e-05
r_1m_mean,300,1410,6.270639426888449e-06,-6.813341196586699e-06,1.7416796092399546e-05
r_1m_mean,301,1411,-1.3190771278325146e-05,-2.943542415238018e-05,3.702616969598206e-06
r_1m_mean,302,1413,-3.0061378583855014e-06,-1.967221486970583e-05,1.4178643241972925e-05
r_1m_mean,303,1411,-1.0994992043932472e-05,-2.3981112945551135e-05,4.144123458391662e-06
r_1m_mean,304,1411,-6.044320903079451e-07,-1.4188970987204896e-05,1.4801559198544903e-05
r_1m_mean,305,1405,3.2006108053959773e-06,-1.2162641847500516e-05,1.9312756661968925e-05
r_1m_mean,306,1406,5.634693466636255e-06,-8.429265113997912e-06,2.0613966229187258e-05
r_1m_mean,307,1404,-8.14097741460159e-06,-2.3191851417354417e-05,9.006937489093691e-06
r_1m_mean,308,1404,-9.2797020413955e-06,-2.2843666592119046e-05,5.376896331811688e-06
r_1m_mean,309,1407,-6.947105314909779e-06,-2.1435164789330714e-05,5.122868337288584e-06
r_1m_mean,310,1406,-1.530952927310402e-06,-1.5119109246322572e-05,1.1556640928646008e-05
r_1m_mean,311,1405,1.8645567795151884e-06,-1.2321018352652198e-05,1.656164115268274e-05
r_1m_mean,312,1405,7.691776710727164e-06,-7.608952347841338e-06,2.1159826145888796e-05
r_1m_mean,313,1404,2.152026196539796e-06,-1.197223033964206e-05,1.9494819831881456e-05
r_1m_mean,314,1405,-1.6852608273881413e-06,-1.3781897082536245e-05,9.131517512032554e-06
r_1m_mean,315,1408,-2.6189849441881123e-06,-1.6841684462442138e-05,1.0007921970451272e-05
r_1m_mean,316,1409,1.1849058596048977e-05,-3.249720821966136e-06,2.3198469890680115e-05
r_1m_mean,317,1409,1.4642127870830016e-06,-1.3622026787437944e-05,1.3670892609336022e-05
r_1m_mean,318,1409,2.5928288250721865e-06,-1.1094741564871132e-05,1.5979170731787517e-05
r_1m_mean,319,1408,5.46527771922542e-06,-9.205735034057436e-06,1.970809515732193e-05
r_1m_mean,320,1413,-6.661440212608258e-06,-2.1581715643479663e-05,7.702603021717513e-06
r_1m_mean,321,1414,9.088916378901596e-06,-5.0866930914509624e-06,2.503834865459808e-05
r_1m_mean,322,1414,-5.2189312374346395e-06,-1.882456841368624e-05,8.302408318569577e-06
r_1m_mean,323,1413,-6.001434107596174e-07,-1.2926461031746738e-05,1.3004914953751495e-05
r_1m_mean,324,1411,5.808138448913662e-06,-7.572127746715309e-06,1.9630762425361004e-05
r_1m_mean,325,1410,5.76235062971175e-07,-1.2974607009439537e-05,1.734324317879892e-05
r_1m_mean,326,1410,-1.3674067156937692e-05,-2.9384240144489525e-05,2.2153462216293417e-06
r_1m_mean,327,1411,9.74971532381406e-06,-4.91454920149615e-06,2.3977106219339542e-05
r_1m_mean,328,1412,-3.125632428281727e-06,-1.4641684530188912e-05,1.0005101984414283e-05
r_1m_mean,329,1413,3.5370531313914765e-06,-1.1978111182754707e-05,1.8875624752215413e-05
r_1m_mean,330,1414,-1.3938488669319282e-06,-1.45448923332584e-05,1.3178396153854797e-05
r_1m_mean,331,1414,-1.8242343104939546e-05,-3.636427359439682e-05,-3.602147863457507e-07
r_1m_mean,332,1414,-3.3893979933463877e-06,-1.715985931255867e-05,1.092269327521251e-05
r_1m_mean,333,1413,8.399218211659713e-06,-6.2171514183425e-06,2.2372408020906716e-05
r_1m_mean,334,1413,-3.899278646880204e-07,-1.4623966919501833e-05,1.2993051575558917e-05
r_1m_mean,335,1414,6.590905971983527e-07,-1.0267311843962132e-05,1.4005166928252976e-05
r_1m_mean,336,1415,-1.742089451211623e-06,-1.769278459472232e-05,1.1494651544258853e-05
r_1m_mean,337,1414,1.879621499336822e-06,-1.0336066204111323e-05,1.8614792365945065e-05
r_1m_mean,338,1413,2.689967737025897e-06,-9.832890774978487e-06,1.5088931741569302e-05
r_1m_mean,339,1414,8.357954748758513e-07,-1.2354688933323827e-05,1.3415158363096446e-05
r_1m_mean,340,1413,2.163742928933222e-06,-1.0761733479263989e-05,1.5868347665604304e-05
r_1m_mean,341,1414,1.9276967387655123e-05,5.900601281085589e-06,3.207961314070423e-05
r_1m_mean,342,1412,1.21920842173177e-06,-1.5760593584668863e-05,1.5308238264813966e-05
r_1m_mean,343,1413,2.2914735263515704e-07,-1.210623994887737e-05,1.385492639294038e-05
r_1m_mean,344,1413,-5.190217361748109e-06,-1.8749956973354025e-05,9.05930721614071e-06
r_1m_mean,345,1413,-1.5043301089618452e-06,-1.3603088150187858e-05,1.143579751048862e-05
r_1m_mean,346,1414,3.7059456010485417e-07,-1.6307227045478425e-05,1.4382053958513939e-05
r_1m_mean,347,1411,2.1799553266065183e-07,-1.613759717138445e-05,1.565891957664416e-05
r_1m_mean,348,1412,1.1284850732052217e-05,-4.855450116779148e-06,2.5734824828344922e-05
r_1m_mean,349,1413,8.838707443573826e-06,-4.998375472032299e-06,2.0754481768876144e-05
r_1m_mean,350,1409,3.558927264471498e-06,-1.222833191798877e-05,1.6367739198405744e-05
r_1m_mean,351,1409,1.7765151677535992e-06,-1.2862303861105331e-05,1.8204533333557612e-05
r_1m_mean,352,1406,-1.2152539647484292e-05,-2.6799935092141514e-05,1.5406157152521662e-06
r_1m_mean,353,1405,-1.306698662364892e-05,-2.8497354629301502e-05,1.3324815203562428e-06
r_1m_mean,354,1407,1.9606486243580968e-05,5.446637858797475e-06,3.37967560989382e-05
r_1m_mean,355,1409,-1.5498635758238707e-05,-2.8420094864122605e-05,-2.4579593506476585e-06
r_1m_mean,356,1407,3.7678194950231573e-06,-9.63736276646149e-06,1.9746635228357275e-05
r_1m_mean,357,1407,8.311575625548477e-06,-5.965495982070825e-06,2.173452923162759e-05
r_1m_mean,358,1408,3.520778001373809e-06,-9.778678315677321e-06,1.7242418371150995e-05
r_1m_mean,359,1408,5.098938390290937e-06,-1.0338650207489453e-05,1.7703601090967256e-05
r_1m_mean,360,1407,2.4614495767250065e-06,-1.1556538798461267e-05,1.825334434287283e-05
r_1m_mean,361,1407,-3.14093834097178e-05,-5.1476977088297587e-05,-1.0644318212543926e-05
r_1m_mean,362,1408,2.2389655565422425e-07,-1.6302803397435564e-05,1.8199602970374605e-05
r_1m_mean,363,1407,2.949145265547785e-05,9.07408054147228e-06,5.508600521429883e-05
r_1m_mean,364,1408,-3.131810325084491e-06,-1.6748235420311127e-05,1.0984917990631422e-05
r_1m_mean,365,1408,2.0959603021856465e-06,-1.4249875771047294e-05,1.7039274955412605e-05
r_1m_mean,366,1409,-1.9251066026981977e-05,-3.728178889020075e-05,-3.2324991953130275e-06
r_1m_mean,367,1407,-1.1541107565434069e-05,-2.6693625724612715e-05,2.7978440101298623e-06
r_1m_mean,368,1408,-2.4780005142761e-06,-1.562730883295291e-05,1.0468967055489517e-05
r_1m_mean,369,1408,-4.3867048442849137e-07,-1.3451653153203698e-05,1.3062140811208325e-05
r_1m_mean,370,1404,-7.983837020628169e-06,-2.2507227840658934e-05,9.315293069732538e-06
r_1m_mean,371,1405,7.224033100713178e-07,-1.376775386818078e-05,1.3162209353264263e-05
r_1m_mean,372,1409,3.4550432645393133e-06,-9.713121354065114e-06,1.695065905197773e-05
r_1m_mean,373,1407,-8.576988984871466e-06,-2.2564879655939984e-05,6.765308347832598e-06
r_1m_mean,374,1403,-1.0547887191579597e-05,-2.3661734403999673e-05,6.2135406127126624e-06
r_1m_mean,375,1402,6.4683483581028474e-06,-6.735206709859313e-06,2.078603646506311e-05
r_1m_mean,376,1408,-7.124549419510617e-06,-2.2716109039151837e-05,7.165731298924907e-06
r_1m_mean,377,1407,8.295019855333325e-07,-1.4788949617605277e-05,1.633811561562317e-05
r_1m_mean,378,1407,-1.062816830876537e-05,-2.3582839978376404e-05,3.1041980258610045e-06
r_1m_mean,379,1407,-3.7221616745706874e-06,-1.702487190916456e-05,1.0331378704438551e-05
r_1m_mean,380,1407,4.766590894581758e-07,-1.4213890229101218e-05,1.4218269049610238e-05
r_1m_mean,381,1407,-1.033334253194956e-07,-1.2033636382894298e-05,1.3928143767730173e-05
r_1m_mean,382,1408,-1.9054072827223145e-06,-1.6079823754177578e-05,1.576332221401968e-05
r_1m_mean,383,1408,7.033509934922271e-06,-6.177721699137661e-06,2.0121151780655826e-05
r_1m_mean,384,1406,1.26562629781808e-05,-3.831000928631113e-06,3.281303465049264e-05
r_1m_mean,385,1408,1.232038385106995e-05,-1.0768122947131536e-06,2.753165733503613e-05
r_1m_mean,386,1408,-4.339992271314219e-06,-2.2321591249945754e-05,9.277622269084182e-06
r_1m_mean,387,1406,5.991338864806507e-06,-1.2387392536861277e-05,2.7034085605715078e-05
r_1m_mean,388,1405,-4.5501314615412265e-06,-2.1715994255163007e-05,1.117368106929091e-05
r_1m_mean,389,1407,5.9061391336292375e-06,-6.819627541464866e-06,1.9221368101260608e-05
r_1m_mean,390,1405,-3.4718531340680504e-06,-1.920154133808686e-05,1.0296645921019361e-05
r_1m_mean,391,1405,1.3858124483820182e-05,-5.499676472502104e-06,3.219732288978496e-05
r_1m_mean,392,1406,1.4295688169198289e-05,-9.26781705707394e-07,2.954147492005259e-05
r_1m_mean,393,1409,5.600713768885306e-06,-1.042018228360255e-05,2.2221647623735556e-05
r_1m_mean,394,1410,-9.618341601514077e-06,-2.1043327991656104e-05,5.9346984151201025e-06
r_1m_mean,395,1408,-2.4535231480773053e-06,-1.752575809091804e-05,1.1102160692871503e-05
r_1m_mean,396,1407,-8.032121327605474e-06,-2.3271132441588815e-05,6.500231376456306e-06
r_1m_mean,397,1406,-9.261791129019801e-08,-1.6431320699827584e-05,1.53960339686482e-05
r_1m_mean,398,1403,1.1263192227539601e-05,-2.688878287006701e-06,2.6671514411671357e-05
r_1m_mean,399,1404,7.0114927294341754e-06,-7.013357111271105e-06,1.9197876463779215e-05
r_1m_mean,400,1403,5.912620682298915e-06,-8.93790336899216e-06,2.2179921657833185e-05
r_1m_mean,401,1406,-7.409394405055897e-06,-2.423207507885059e-05,6.8749300044503065e-06
r_1m_mean,402,1407,3.6131934868270886e-06,-1.0508312966008318e-05,1.6343913355570764e-05
r_1m_mean,403,1406,-4.883012735216908e-06,-1.881006018301639e-05,9.31703281920344e-06
r_1m_mean,404,1404,6.419008561195882e-06,-6.447409268202504e-06,1.9753728746493315e-05
r_1m_mean,405,1405,-6.36168430258952e-06,-2.1771670004012342e-05,7.444009416107259e-06
r_1m_mean,406,1405,1.1880076814752546e-05,-4.179745024745529e-06,2.6736643570786635e-05
r_1m_mean,407,1408,-1.1955933236093253e-05,-2.660094460040623e-05,3.3605396383119396e-06
r_1m_mean,408,1409,-1.0698614081612612e-05,-2.504994196543026e-05,5.0460110874747575e-06
r_1m_mean,409,1408,9.081307122873494e-06,-4.320453327380791e-06,2.3039164437396826e-05
r_1m_mean,410,1410,-2.0087529937285777e-06,-1.8235471571584696e-05,1.0684426560842181e-05
r_1m_mean,411,1409,7.71171320811362e-06,-7.287258444089008e-06,2.1844964666793416e-05
r_1m_mean,412,1410,1.3720120622358056e-06,-1.2927770621263147e-05,1.5826551758385594e-05
r_1m_mean,413,1411,-8.505388722005972e-06,-2.421433183825731e-05,4.073764788557778e-06
r_1m_mean,414,1410,2.631226908604047e-06,-1.4227483973837444e-05,1.7064597632275337e-05
r_1m_mean,415,1409,8.604910276390114e-06,-6.276183308816547e-06,2.481339093947004e-05
r_1m_mean,416,1409,1.5481177638724139e-06,-1.5794412381770257e-05,1.83522164144409e-05
r_1m_mean,417,1412,1.2950358777213757e-05,-4.3837428558900506e-06,2.867976597699621e-05
r_1m_mean,418,1414,2.0549623174699807e-06,-1.3703094198468423e-05,1.8930241930517723e-05
r_1m_mean,419,1412,1.3515184093219484e-05,-2.2860296563683266e-06,2.878164130803738e-05
r_1m_mean,420,1411,1.5977458885225262e-05,-1.3827514774815738e-06,3.3891585964050025e-05
r_1m_mean,421,1413,4.652526587038287e-06,-2.682885365568121e-05,3.670418666978579e-05
r_1m_mean,422,1413,-2.293714943840394e-06,-2.0941486171356328e-05,1.5323463762316864e-05
r_1m_mean,423,1413,8.738022150231188e-06,-1.2325572711796654e-05,2.3812624967720535e-05
r_1m_mean,424,1413,9.885037727089315e-06,-6.177690982798515e-06,2.595343591496248e-05
r_1m_mean,425,1411,9.322078986095593e-06,-7.58045753867202e-06,2.6379730188153353e-05
r_1m_mean,426,1409,-2.1039406971370466e-05,-3.9328392426841504e-05,-7.303563315958634e-06
r_1m_mean,427,1409,9.200589731878816e-06,-1.2628523948061917e-05,2.8083147233436453e-05
r_1m_mean,428,1411,-1.055025125733852e-05,-2.509724535096575e-05,2.334368692804113e-06
r_1m_mean,429,1412,-4.901871694368699e-06,-2.0647558271120258e-05,1.11562451113503e-05
r_1m_mean,430,1411,5.949430539854283e-06,-1.3057700712529183e-05,2.1113392459642014e-05
r_1m_mean,431,1412,-1.3057991253899474e-05,-3.276083429729119e-05,4.979709303414034e-06
r_1m_mean,432,1410,1.0968361799997336e-05,-3.4502417591068447e-06,2.6644232555059805e-05
r_1m_mean,433,1411,1.3741549215415064e-05,-3.110960189411397e-06,3.078762256621506e-05
r_1m_mean,434,1411,1.046226498738584e-06,-1.2790786749839636e-05,1.4802106168360077e-05
r_1m_mean,435,1411,1.0919655098659977e-05,-3.734055601313204e-06,2.2521721133679694e-05
r_1m_mean,436,1413,1.02217902972657e-05,-5.990688964010971e-06,2.6519080307634516e-05
r_1m_mean,437,1414,-8.781620339279434e-06,-2.583652315887713e-05,7.574444583760021e-06
r_1m_mean,438,1414,4.4785870099612037e-07,-1.6105171355730297e-05,1.3782499215599338e-05
r_1m_mean,439,1414,-3.060336235282745e-06,-1.658326653558552e-05,9.093810354583553e-06
r_1m_mean,440,1411,-1.0995210960414624e-05,-2.6862809888774776e-05,4.863040420972836e-06
r_1m_mean,441,1411,-9.430066225368977e-06,-2.3424333645709105e-05,3.267939487764938e-06
r_1m_mean,442,1411,-1.54759477172913e-05,-3.407501816292315e-05,-1.2006733044303437e-06
r_1m_mean,443,1411,-4.3228257722997694e-06,-2.4669344920594277e-05,1.3302137281103652e-05
r_1m_mean,444,1412,-5.113395258057464e-06,-2.1986704896638817e-05,9.528803958356757e-06
r_1m_mean,445,1412,-6.8756615598161655e-06,-2.326124646499759e-05,9.354081526446832e-06
r_1m_mean,446,1413,-2.6426321928946292e-06,-2.026770353896446e-05,1.3819095581941856e-05
r_1m_mean,447,1413,-1.5909960676457969e-06,-1.9429379142012477e-05,1.463427702368354e-05
r_1m_mean,448,1414,7.39243580658661e-06,-7.3302764217889755e-06,2.212867392866968e-05
r_1m_mean,449,1413,1.043200428649965e-05,-5.179205946604023e-06,2.6759064313597998e-05
r_1m_mean,450,1411,7.698805306423597e-07,-1.5131440943095869e-05,1.6739555372172618e-05
r_1m_mean,451,1410,-6.1414161350329334e-06,-1.9827595741516172e-05,1.1080813446127128e-05
r_1m_mean,452,1413,-6.721600419529471e-06,-2.4542539171404047e-05,1.175393705360728e-05
r_1m_mean,453,1413,-6.4032739147255026e-06,-2.2420020773398916e-05,8.272731960390861e-06
r_1m_mean,454,1412,-4.502098930675352e-06,-2.1758748192324218e-05,1.2538390165770302e-05
r_1m_mean,455,1413,-2.4928704484462552e-05,-4.1923667211851766e-05,-9.314824964491238e-06
r_1m_mean,456,1412,7.97093083499501e-06,-7.764792873958909e-06,2.233447143953866e-05
r_1m_mean,457,1412,-1.0835343817785866e-05,-2.808951323290556e-05,5.244435837074822e-06
r_1m_mean,458,1414,-7.091484267714325e-06,-2.299384825504723e-05,9.836602989515053e-06
r_1m_mean,459,1413,-4.7542748577977984e-06,-1.9320815205888465e-05,1.0948288844100511e-05
r_1m_mean,460,1412,-6.065275839231136e-06,-2.214996904578054e-05,9.899682574974725e-06
r_1m_mean,461,1413,-1.7876957567371986e-05,-3.60203236794487e-05,-3.990136036887773e-06
r_1m_mean,462,1413,-2.0635913972457834e-05,-3.500179247666031e-05,-3.517618006843481e-06
r_1m_mean,463,1411,-5.106066472043005e-06,-1.809392779196464e-05,8.638780484566214e-06
r_1m_mean,464,1411,-1.0784685353559449e-05,-3.059241569626327e-05,7.268544733854028e-06
r_1m_mean,465,1410,-8.23458548476642e-06,-2.3531119847420994e-05,6.5792958340548155e-06
r_1m_mean,466,1411,7.242691196717131e-06,-9.643526391629005e-06,2.3852925413928452e-05
r_1m_mean,467,1411,1.2649619134052235e-06,-1.7277434246100308e-05,1.9961296100092596e-05
r_1m_mean,468,1410,4.849566186329505e-06,-9.593339901584605e-06,2.120421604781363e-05
r_1m_mean,469,1412,-1.6865917615744511e-06,-2.005284805871018e-05,1.4914581549667651e-05
r_1m_mean,470,1412,-8.910143142281573e-06,-2.365971706635011e-05,6.921180783605185e-06
r_1m_mean,471,1412,6.215610279126301e-06,-1.2699142623162246e-05,2.2050459624314426e-05
r_1m_mean,472,1413,-1.4916868661687343e-05,-2.7195530457129417e-05,-7.897183022824225e-07
r_1m_mean,473,1412,-8.94339835831776e-06,-2.3220261136890792e-05,6.62475514621027e-06
r_1m_mean,474,1412,4.483949936589314e-06,-1.2650476784847217e-05,2.0892260043937615e-05
r_1m_mean,475,1412,3.4077535194353464e-06,-9.837504912401554e-06,1.748845842134009e-05
r_1m_mean,476,1412,8.962531879195902e-07,-1.361515401860784e-05,1.5212417481689418e-05
r_1m_mean,477,1413,1.6910446853019616e-05,3.0037259180509223e-06,3.2370963576367124e-05
r_1m_mean,478,1412,4.828096016116591e-06,-1.353268448895232e-05,2.261516977743944e-05
r_1m_mean,479,1412,6.987093739599804e-06,-1.117417851838728e-05,1.9504418080576637e-05
r_1m_mean,480,1412,-6.264515311889184e-06,-1.9790781136402037e-05,8.29555075777834e-06
r_1m_mean,481,1413,-2.1882431815628486e-05,-4.3376520290786426e-05,-2.6643176016573154e-07
r_1m_mean,482,1413,-5.032482922025172e-07,-2.1935121345547457e-05,2.1884946337832407e-05
r_1m_mean,483,1413,1.815714081685444e-05,1.7424261787533148e-06,3.638359546255432e-05
r_1m_mean,484,1414,-2.049548939629761e-06,-1.993412601870728e-05,1.730750382745427e-05
r_1m_mean,485,1413,7.159342097189803e-06,-1.204672300683553e-05,3.1082852753309025e-05
r_1m_mean,486,1411,-1.4408579718594743e-05,-2.9279154285365867e-05,8.30530727097719e-07
r_1m_mean,487,1410,7.3614605406386766e-06,-9.679649491621238e-06,2.5333845481966776e-05
r_1m_mean,488,1412,-7.586131714987596e-06,-2.2732537968345725e-05,7.845877215262469e-06
r_1m_mean,489,1412,-7.816410939466206e-06,-2.402675164352805e-05,7.994382516435532e-06
r_1m_mean,490,1413,-1.448352794644232e-05,-3.198672459883e-05,2.733672164815978e-06
r_1m_mean,491,1413,1.323344488724842e-06,-1.5660701396073457e-05,1.679267536407356e-05
r_1m_mean,492,1412,-8.995811756409014e-06,-2.893458389573277e-05,1.8247242374538503e-05
r_1m_mean,493,1412,1.0078569028582041e-05,-6.171006441294196e-06,2.594535277654439e-05
r_1m_mean,494,1412,-2.2512131051911687e-06,-1.5256373245536357e-05,1.3879052216472096e-05
r_1m_mean,495,1411,1.3465010998656881e-05,-5.735349774803991e-07,2.836129836958449e-05
r_1m_mean,496,1410,6.07236337820032e-06,-1.4831551442425872e-05,2.6376157105610977e-05
r_1m_mean,497,1411,7.317627887060769e-07,-1.760383232935651e-05,2.2086422393924435e-05
r_1m_mean,498,1412,-1.894877758143427e-06,-2.172526141393885e-05,2.1633090802080655e-05
r_1m_mean,499,1414,3.3572807515808352e-06,-1.1378680048002765e-05,1.932602123670581e-05
r_1m_mean,500,1412,1.0839008602148191e-05,-5.453815149574531e-06,2.6047430984083945e-05
r_1m_mean,501,1413,1.1108765470872746e-05,-9.118983556377056e-06,3.617790905565292e-05
r_1m_mean,502,1412,-2.090424416737873e-05,-3.734495782990688e-05,-4.437970414060617e-06
r_1m_mean,503,1412,-9.763302081838164e-06,-2.6422265939768957e-05,5.373517166612773e-06
r_1m_mean,504,1412,-3.931692672513678e-06,-1.7377582218094757e-05,1.2591799684356176e-05
r_1m_mean,505,1412,8.426233566059977e-06,-1.0935288513443108e-05,2.8681451917064167e-05
r_1m_mean,506,1412,6.372564170224395e-06,-1.1393097093408142e-05,2.451584358377283e-05
r_1m_mean,507,1412,-5.01526007709368e-06,-2.288568077382879e-05,1.4433378706118184e-05
r_1m_mean,508,1412,-8.032513739893288e-07,-1.8537864458262225e-05,1.7047087811099427e-05
r_1m_mean,509,1413,6.5646732909414e-06,-1.156475731843326e-05,2.6893925957464107e-05
r_1m_mean,510,1413,3.695549631772918e-06,-3.684436050375225e-05,3.7488588973875426e-05
r_1m_mean,511,1413,1.7309564695648484e-05,-0.00012154059226908937,0.00014071213567003156
r_1m_mean,512,1410,-1.2315550546612415e-05,-4.8454865389818616e-05,2.1047274882542665e-05
r_1m_mean,513,1410,-6.513220034346465e-07,-3.4663944372991194e-05,4.198927715287317e-05
